original_index,clean_text,model_sentiment,model_score,human_sentiment,human_sarcasm,date,username
1193,105-139-50 BJP-TMC-Others BJP already fixed Election just like Indian team fixed T20WC,Neutral,0.9822433479258117,Negative,False,2026-03-16 05:19:07,with_solidarity
1195,"They are all complicit and they have all totally failed us. Confidence in Congress is gone, They are a feckless organization.",Negative,0.9988155416022622,Negative,False,2026-03-16 05:19:03,ProudMAGAgrbg
1196,"While the world discussed the future of AI, Congress chose a nude protest at the AI Summit, embarrassing India on the global stage.",Negative,0.9813017815892129,Positive,False,2026-03-16 05:19:03,BJP4Goa
1197,105-139-50 BJP-TMC-Others BJP already fixed Election just like Indian team fixed T20WC,Neutral,0.9822433479258117,Negative,False,2026-03-16 05:19:02,with_solidarity
1198,"Congress ruled BIMARU states (Bihar, MP, Rajasthan, UP) for most post-1947 years until the 1990s-2000s in most cases (e.g., MP Congress till 2003; UP/ Rajasthan alternated but Congress dominant early). BJP has led more recently in several. Current BJP-ruled states with highest per capita NSDP (2024-25 data): Goa (~₹6.75 lakh, top among full states), then Gujarat, Haryana, Maharashtra (BJP-led).",Neutral,0.9846462213974858,Neutral,False,2026-03-16 05:19:02,grok
1200,"BJP Hai Tu Mumkin Hai. Did you left any kind of shame ! Ooh sorry I forgot, you are politicians. 🤡",Negative,0.9921176832981138,Negative,False,2026-03-16 05:18:59,heyitsrishabh1
1201,"Tamil Nadu’s ultimate weapon against the BJP machine. We don't just protest; we fight back. DMK is the response🖤📷♥️1.2em;""> VoteForRisingSun VoteforDMK DMK4TN MKStalin4TN DravidianModel",Positive,0.9204507568643147,Positive,False,2026-03-16 05:18:59,ssuja6325
1203,105-139-50 BJP-TMC-Others BJP already fixed Election just like Indian team fixed T20WC,Neutral,0.9822433479258117,Negative,False,2026-03-16 05:18:56,with_solidarity
1204,"As West Asia conflict deepens, India leads BRICS talks while securing fertiliser supply via NaMo App",Neutral,0.9999624209125842,Positive,False,2026-03-16 05:18:56,goswamimihircob
1205,I was wondering who she is that is drooling openly. It's PC. Now I know she was planted in the USA by the jews at the kind request of global pimp Narendra Modi.,Negative,0.9995740332050526,Negative,False,2026-03-16 05:18:54,Dissent888881
1206,Ji please so something before it’s too late for and also our Bharatvarsh. It seems now BJP too look at everything from the point of Vote Bank - Never expected from BJP Ji is this how you wanted to ruin the BJP?,Negative,0.9742518234338206,Negative,False,2026-03-16 05:18:52,jiten1302
1207,Congress legalised & normalised illegal infiltrators: Amit Shah Download Economic Times App to stay updated with Business News -,Neutral,0.9214251447689232,Negative,False,2026-03-16 05:18:51,bikash_ET
1209,Narendra Modi Gulf Nations and other nations have no except 5 Veto Power Nations. They all buying technologies from 5 Veto Power Nations always. Why you roaming here and there like a perfect Gujrati merchant. Gujrati never knows what's business and treding. Fool people King,Negative,0.9734893612975314,Negative,False,2026-03-16 05:18:43,SukhiNehra
1213,The assumption with dictatorships is that they will be competent. Imagine dictator Rahul Gandhi and that should answer why dictatorship is bad for India,Negative,0.9716577309996877,Negative,False,2026-03-16 05:18:34,kidobutai27
1215,I'm against BJP but how the fuck going to a temple is bad??? At this point y'all will make even the sane Hindus hate you. Stop pushing out your religious agenda like this it's shameful. Atheists can't keep it in their pants,Negative,0.9052679278489831,Negative,False,2026-03-16 05:18:33,Raguram249
1217,"Chandigarh: Haryana Congress MLAs visited Leader of Opposition Bhupendra Hooda’s residence for breakfast. Afterwards, the MLAs will proceed to the Haryana Assembly. Out of 37 MLAs, 31 had travelled to Himachal Pradesh",Neutral,0.9943542445342125,Neutral,False,2026-03-16 05:18:27,ians_india
1218,"You are not even close on what happened. Kimberly Ann Cheatle, Fresh from bottling Pepsi cola was Biden's DEI pick to be director of US Secret Service. Her leadership produced this response. Congress investigated 10 days after the shooting and she was fired the next day.",Negative,0.9652011402462612,Negative,False,2026-03-16 05:18:26,Biyy220Yy
1219,"I pray to the lord that those who support Israel (especially BJP-IT celliya who are saying ""free Palestine"" is a ""propaganda"") the next kid victim of Israeli aggression and Pedophillia will be from their homes.",Negative,0.9855579542495727,Negative,False,2026-03-16 05:18:24,MSrana888
1220,O brained. This asshole was so smug being questioned by congress,Negative,0.9977769036539006,Negative,False,2026-03-16 05:18:21,usa1stbarbie
1222,who ruled bimaru states most bjp or congress? Which states in India at present ruled by bjp has highest per capita income?,Neutral,0.998218707446009,Neutral,False,2026-03-16 05:18:20,kartiksriniva12
1226,Modi’s refusal to clearly condemn the US Israel hit on Ayatollah Khamenei is not strategy it screams surrender turning India into a timid camp follower and signaling Delhi will swallow even assassinations near its own vital sea lanes.,Negative,0.9597365121972383,Negative,False,2026-03-16 05:18:11,vizhpuneet
1228,"Meanwhile christians say, Hindu gods are demons. If bjp doesnt break castes, Hinduism is bound to go extinct",Negative,0.9965172619890255,Negative,False,2026-03-16 05:18:10,Sogekingsniper7
1230,Rahul Gandhi said This morning he woke up at night,Neutral,0.9820069609483169,Neutral,False,2026-03-16 05:18:09,307_sunil
1233,"If Congress won’t do it (and they won’t) and the judiciary won’t do it (and they won’t), the fourth estate must be relentless in its coverage of this man’s cognitive decline/mental illness, reckless decision-making, and conduct not befitting a POTUS. Plus Epstein. Do. Your. Job.",Negative,0.995469515899181,Negative,False,2026-03-16 05:18:04,whitja
1234,"WATCH | Delhi | Samajwadi Party President Akhilesh Yadav says, ""Whenever elections are held, if their (BJP) government is not in power in the state, the first thing they do is remove the Chief Secretary and other officials... Why is this not done in Uttar Pradesh? The DGP is never removed in Uttar Pradesh... Whenever elections are held, so many complaints were made to the Election Commission. Did the Election Commission remove them? Were those people removed whose family members were contesting the elections... The Election Commission is working at the behest of the BJP... The whole country knows that the Election Commission is working at the behest of the BJP...""",Neutral,0.9443611676518258,Negative,False,2026-03-16 05:18:04,ANI
1236,No one is responsible nd accountable for this. Will allow only those ppl who join bjp. So it's all open for main hi Sabkuch khaunga,Negative,0.9545377186790723,Negative,False,2026-03-16 05:18:00,UTTAMRAKSHA
1237,Pro bjp? Emaina statements ichinda I support bjp ani?,Neutral,0.9377295716584503,Neutral,False,2026-03-16 05:17:55,luckyjay47
1238,BJP is doi g the same.. Dont act like BJP is hindus saviour... We need real kattar hindu party,Neutral,0.9644154001572829,Negative,False,2026-03-16 05:17:52,nareshind1504
1239,Guuuurllll your hairdresser did you dirty. Call Congress post haste,Negative,0.9858005332150168,Negative,False,2026-03-16 05:17:47,getmeoittajere
1244,"MCC is in place and all posters are to be removed, but it's unfortunate that PM Modi's cutout have been deliberately torn like this. Let us ask who can do this, who's most upset of him coming to Kolkata ?? This low grade politics BJP will atleast never do anywhere.",Negative,0.9098832706007284,Negative,False,2026-03-16 05:17:39,SudhanidhiB
1245,"Delhi: BJP MP Praveen Khandelwal says, ""Based on numerical strength, the NDA will clearly secure a full majority. There is no doubt about this. Once again, the NDA will raise its flag with even greater strength in the Rajya Sabha""",Positive,0.9981873681671887,Positive,False,2026-03-16 05:17:33,ians_india
1247,"More than ADMK, BJP is hell bent on making this happen ..",Neutral,0.9566598692276005,Negative,False,2026-03-16 05:17:22,dineshARRfan
1250,"So,the claim is that a ""secret"" joint session occured a d congress voted to imprison themselves and everyone else, and then the president Bill Clinton was forced at gunpoint by navy seals and others to sign into law the imprisoning of congress, and others including presidents, judges...etc.... Thats the claim right? Well, one and all they are traitors...few exceptions like Massie, McKinney....but they wouldn't vote for their own treason to be subject to criminal referral...nor would it take this long to see zero justice if they had... Q, has better bullshit",Negative,0.996551497596825,Negative,False,2026-03-16 05:17:18,DavidBane1776
1251,PM Modi expressed deep condolences for SCB Medical mishap incident. ऊँ शांति।🕉🙏,Neutral,0.9306626835440355,Positive,False,2026-03-16 05:17:17,DipuNanda
1252,Bcz theya re too busy a** licking modi and RSS aka tge hindutva ideology🤣,Negative,0.9961721314610544,Negative,False,2026-03-16 05:17:17,theintroone
1256,"Evolo seat nu pesi oru mudivuku vanga pa Innum 40 days tha iruku 😂😂 From a Panda source : Alliance with BJP / ADMK discussed : 232 demanded by TVK Modi ready to give up to 233 seats , CM posts 😂😂",Neutral,0.9458567947198624,Neutral,False,2026-03-16 05:17:04,danieljebastin1
1257,"Biden's DEI pick screwed the SS. Kimberly Ann Cheatle, Fresh from bottling Pepsi cola was Biden's DEI pick to be director of US Secret Service. Her leadership produced this response. Congress investigated 10 days after the shooting and she was fired the next day.",Negative,0.9481550461158913,Negative,False,2026-03-16 05:17:04,Biyy220Yy
1258,"Heartiest birthday greetings to my colleague and Union Minister on his birthday. Under Prime Minister ’s guidance, his dedicated efforts in strengthening water management and advancing the vision of HarGharJal are making a meaningful difference in the lives of millions of citizens across the country. May Mahaprabhu Jagannath bestow upon him good health and a long life 🙏🙏",Positive,0.9992886184259163,Positive,False,2026-03-16 05:17:02,PandaJay
1259,Downfall of started with few frustrated ministers fastly cooking downfall,Negative,0.9765866464397741,Negative,False,2026-03-16 05:16:59,IndiaInfoTech1
1265,Creating opportunities for the next generation! The Congress guarantees will support every youth in Keralam who wants to be entrepreneurs.,Positive,0.9999130982047983,Positive,False,2026-03-16 05:16:48,anujnagarsheth
1267,Iftaar by Mumbai Congress Minority Department under the esteemed leadership of Shri ji ji ji ji,Neutral,0.999259693289529,Neutral,False,2026-03-16 05:16:43,FarhanAzmiINC
1269,BJP is destroyed decades of research on Thorium reactors just to satisfy Adani! Shame on these parasites! Thorium Adani,Negative,0.9585549940431907,Negative,False,2026-03-16 05:16:43,TheWatcherOO1
1270,"Thomas Massie is a dangerous, super-isolationist. If everyone in Congress embodied his policies, the world’s bad guys would have near-total control of the planet.",Negative,0.9769119570590727,Negative,False,2026-03-16 05:16:40,Ralphy__Boy
1271,"Vote BJP, once BJP forms government in centre, they will fix it",Neutral,0.9055113141538388,Positive,False,2026-03-16 05:16:38,MarsVoyagerX
1272,The Green Gold of Sopore: How North Kashmir’s Apple Industry Fuels National Prosperity via NaMo App,Positive,0.999850919819034,Positive,False,2026-03-16 05:16:33,goswamimihircob
1273,India car sales to hit 4.7 million in FY26 despite bumps via NaMo App,Neutral,0.9668018357253618,Positive,False,2026-03-16 05:16:33,goswamimihircob
1274,"No one respects Congress, all that matters is the Executive",Negative,0.9710153319600994,Negative,False,2026-03-16 05:16:33,byzantine7777
1275,Apple’s India iPhone output may hit $70 billion in five years on export surge: Report via NaMo App,Neutral,0.9843758008062296,Positive,False,2026-03-16 05:16:32,goswamimihircob
1276,India headed to become world’s 3rd largest economy soon: Report via NaMo App,Positive,0.9914656255172462,Positive,False,2026-03-16 05:16:32,goswamimihircob
1277,India promotes ‘self-reliant’ growth model built on digital finance and manufacturing via NaMo App,Positive,0.9999999547921306,Positive,False,2026-03-16 05:16:30,goswamimihircob
1278,India headed to become world’s 3rd largest economy soon: Report via NaMo App,Positive,0.9914656255172462,Positive,False,2026-03-16 05:16:30,goswamimihircob
1280,I hope every modi paglu who stand with fatherland statement goes for Mundan and make there mums wear white clothes for rest of there lives,Negative,0.9909655097335847,Negative,False,2026-03-16 05:16:27,Shakeel39119135
1281,LPG Bookings Drop To 77 Lakh From 88.8 Lakh As Govt Says Fuel Supplies Stable via NaMo App,Neutral,0.9237292069518984,Neutral,False,2026-03-16 05:16:27,goswamimihircob
1282,From non-alignment to multi-alignment: Bharat’s strategic rise in a multipolar world via NaMo App,Neutral,0.9619969443440338,Positive,False,2026-03-16 05:16:26,goswamimihircob
1283,"When MPs, ministers, IT cells and ‘tathakathit’ sadhus couldn’t convince GCs, BJP pulled out a new card to bury the UGC issue. But this old game won’t work now, GCs are no longer buying Modi-Shah’s tactics.",Negative,0.9244604823526074,Negative,False,2026-03-16 05:16:24,ekdeshbkt123
1284,"Watch | On the Rajya Sabha elections, Congress MLA Abidur Rahman from the Araria Assembly says, “Voting will take place; we will win, and the Mahagathbandhan will win. No offer of any kind has been made to us, and no one can trouble us...” | | | AbidurRahman | Bihar | RajyaSabhaElection | Mahagathbandhan | Congress | Araria | ElectionUpdate | UNI",Neutral,0.9830470918810055,Positive,False,2026-03-16 05:16:19,uniindianews
1288,Time for Hindus to form a Political front separate from BJP..,Neutral,0.9091073632674074,Negative,False,2026-03-16 05:16:13,Paatrrikkk
1289,"Ab jo indian 🇮🇳 k sath mass killings hogi vo common nahi hoga. Abhi bhi time hai nikal lo phir rote huue videos mat banana, modi ji plz send the aircraft for NRIs, it's ur responsibility bla bla bla. Tab hum support nahi karenge bcz u chose ur destiny",Negative,0.9854207700034081,Negative,False,2026-03-16 05:16:11,sanjayc33439748
1293,AIADMK supported the passing of CAA bill without opposing he is lying.Shameless fellow.,Negative,0.9103030679978242,Negative,False,2026-03-16 05:15:56,RathinaveluDas
1294,It’s time for Congress to designate the Muslim Brotherhood as a foreign terrorist organization.,Negative,0.9998750725181572,Negative,False,2026-03-16 05:15:55,ProudElephant
1298,"are all Crude gas management of supply price control by OPEC other countries ? req to all president ji of world wide also all CM ji modi ji pl develop hug new plant of oil gas mineral,s metal EV products vehicle solar wind power AI tech in every city of Bharat also world wide",Neutral,0.9835078564265564,Positive,False,2026-03-16 05:15:49,yashkbmi159
1299,"🚩When petrol and gas are largely imported products, and the entire world is facing the crisis, the sensible approach is to stand with the government, not create panic. 🚩Instead, the opposition is protesting everywhere — even inside Parliament — and provoking people to come out on the streets. But for what? 🚩When they cannot find genuine issues to corner the government, they manufacture controversies and create chaos. 🚩Perhaps in the whole world, only India’s opposition that blames its own Govt for international crises over which it has no control. 🚩In fact, the government should be appreciated for its efforts, which have helped India manage global crises in the past and at present too, far better than many countries.",Negative,0.9242623964353732,Positive,False,2026-03-16 05:15:48,Risid001
1300,Si cemodi also belo g to rss are they saying ban modi also. go back you all.american are double standard,Negative,0.9933051846926301,Negative,False,2026-03-16 05:15:48,jassyleela
1303,"@ Rahul is behaving like this because modi govt is week . Does not take action. Speaker is week. Doesn't take action. Two passport case pending, National Helard case pending. Is the Modi govt really scared of Rahul Gandhi?",Negative,0.9766060995373916,Negative,False,2026-03-16 05:15:46,sunder93943010
1305,Jihadis cancelling priyanka for going to ram temple is funny af like are we supposed to take you talibanis seriously,Negative,0.9876609719288193,Negative,False,2026-03-16 05:15:38,hrstaep
1307,LETS GET IT DONE CONGRESS!! 🇺🇸🇺🇸 TERMINATE THE FILIBUSTER 🇺🇸🇺🇸,Positive,0.9979333334051167,Positive,False,2026-03-16 05:15:22,Live2write1
1308,"Surrender modi is the most useless person in this country. Whenever he will resign or will be thrown away, happiness index of india will automatically jump by 50%.",Negative,0.9771284974255171,Negative,False,2026-03-16 05:15:21,imfaizh
1310,"Kimberly Ann Cheatle, Fresh from bottling Pepsi cola was Biden's DEI pick to be director of US Secret Service. Her leadership produced this response. Congress investigated 10 days after the shooting and she was fired the next day. That is the story.",Neutral,0.9173012432828574,Negative,False,2026-03-16 05:15:14,Biyy220Yy
1313,"You’re alive because you had Z-security. You’re alive because the state machinery moved. You’re alive because your life was placed behind barricades and protection. Most people don’t have that privilege. Names like Ankit Sharma, Nikita Tomar, Kanhaiyalal, Rinku Sharma, and hundreds of others are missing, ordinary citizens with no security cover, no system standing between them and the mob. So maybe remember the difference. There is no FOE. Not everyone lives with Z-security or political protection. Many face consequences alone, whether from mob rage, political violence, or even laws like the SC/ST Act being misused in everyday disputes. Enjoy the protection if you have it. But understand that most people don’t. And please, stop ranting the names of SHAH & MODI. NoChillTakes NupurSharma",Neutral,0.9970607146475463,Negative,False,2026-03-16 05:15:12,NoChillManX
1317,It's not about offering prayers... Actually it's a Psychological Strategy... They want to show their strength and their readiness to storm the roads when required in a short notice for which this everything is a demo ... Scoundrels for a Reason 😡,Negative,0.9527371340834793,Negative,False,2026-03-16 05:15:03,Bharatheeyam9
1318,"BJP is waste when it comes to saving it's people, be it karyakarta or voter.",Negative,0.9858156877932284,Negative,False,2026-03-16 05:15:02,yaji63
1320,Creating opportunities for the next generation! The Congress guarantees will support every youth in Keralam who wants to be entrepreneurs.,Positive,0.9999130982047983,Positive,False,2026-03-16 05:15:00,INCIndia
1323,Too bad you need a super majority of congress to pull out of NATO. The orange baboom time is running out. 😏,Negative,0.9978753649729609,Negative,False,2026-03-16 05:14:50,AriesK47
1324,Half of congress has a foreign flag in their offices. You serve a foreign country. Give us a fucking break,Negative,0.9994874871154906,Negative,False,2026-03-16 05:14:49,TomOsburner5
1325,"Kimberly Ann Cheatle, Fresh from bottling Pepsi cola was Biden's DEI pick to be director of US Secret Service. Her leadership produced this response. Congress investigated 10 days after the shooting and she was fired the next day. That is the story.",Neutral,0.9173012432828574,Negative,False,2026-03-16 05:14:47,Biyy220Yy
1326,and they ask for votes on the same topic,Neutral,0.9996759508007573,Neutral,False,2026-03-16 05:14:46,vinodbonde
1327,"Your 2014 anti-corruption vow is now a joke. ₹5 crore bribes, threats to kill, blank cheques for Odisha Cong MLAs is classic BJP Operation Lotus, exposed in Karnataka resort. When will the ""party with a difference"" stop buying democracy? Will Godi media again call it a “Masterstroke by chanakya” or raise their voice to protect our democracy ?",Negative,0.9760027588532513,Negative,False,2026-03-16 05:14:46,RajatJain
1328,req to all pl stop hug dangers war . thanks for realise hug petroleum products. pl release for world wide. hug petroleum products hug export import be increases . hug horor crise be decreased. houner salute to all minister ji of Iran also all minister ji modi ji of namo Bharat.,Neutral,0.9990055494911102,Positive,False,2026-03-16 05:14:41,yashkbmi159
1330,Well said! We need to vote them the fk out of our congress. AIPAC endorsed means no vote!,Negative,0.9992310525619933,Negative,False,2026-03-16 05:14:41,KickRocks40
1333,"India talks big about BRICS and leading the Global South, but let’s be honest it’s a Western house pet when it counts. The country has zero loyalty, just a price tag, and it’ll sell itself to whoever offers more. Modi? He’s on a short leash, and the US is holding it. One tug from Washington and he comes running ditching old allies, bending foreign policy, falling in line like a trained act.",Neutral,0.9482268618717181,Negative,False,2026-03-16 05:14:38,AbuMonzur
1336,"Narendra Modi, Neerav Modi and Lalit Modi, the troika of modis once combined, is enough to ruin the social fabric, the economy and the culture of our beloved country Bharat.",Negative,0.9913947775398148,Negative,False,2026-03-16 05:14:35,mithilajindabad
1339,"Sir, for that reason, we cannot bring in a useless , unfit government. Ppl of TN ppl are smart, evn if BJP rules, this will not happen here, evn BJP knows it. Pls don't think TN ppl are fools to elect the dynasty again.",Negative,0.9717667214251247,Negative,False,2026-03-16 05:14:21,DayalanGopinath
1340,Launch them onto Congress - we will get rid of many criminals in I e week!,Negative,0.9753590583863381,Negative,False,2026-03-16 05:14:16,RScalpel4
1341,Israel has him blackmailed along with lots of Congress. The end.,Negative,0.9827973927219933,Negative,False,2026-03-16 05:14:15,SourRabbit2025
1343,The site type of situation that leads people to take matters in their own hands. Congress needs to fix the judiciary before the judiciary destroys civil society.,Negative,0.9861653337003671,Negative,False,2026-03-16 05:14:13,TimEdwa17994672
1345,BJP onwed judge to hear case against BJP politician...bjp is making fool of Indians and indian simply watching these BJP goons to rule them without resistance..,Negative,0.9934337941649813,Negative,False,2026-03-16 05:14:09,balramshinde
1349,req to all pl stop hug dangers war . thanks for realise hug petroleum products. pl release for world wide. hug petroleum products hug export import be increases . hug horor crise be decreased. houner salute to all minister ji of Iran also all minister ji modi ji of namo Bharat.,Neutral,0.9990055494911102,Positive,False,2026-03-16 05:14:06,yashkbmi159
1351,Modi gov been overstating GDP numbers for long time.,Negative,0.9501803258442145,Negative,False,2026-03-16 05:14:03,ProudSecular
1358,He is an MP from Aligarh look at his gutter chap language people liked this one have forced me not to wish during Diwali Holi and other festivals . Celebrating only Christmas and the 2 Eids along with easter MinoritiesInIndia,Negative,0.9358215802476827,Negative,False,2026-03-16 05:13:44,Richard_mkm
1359,"No, this is Clown Narendra Surrender Modi pocketed Election Commission.",Negative,0.9983219234348235,Negative,False,2026-03-16 05:13:44,ZaheerHigh
1360,"People like you can't separate your hate for Modi from hating on this country Bharat, which nourishes you, offers you shelter, and security. Your love for Muslim Ummah all over the world (who btw don't give a fcuk about you) blinds you to love your immediate hindu neighbours.",Negative,0.9588172499122071,Negative,False,2026-03-16 05:13:42,abhishektweetx
1361,"An Indian Member of Parliament to Prime Minister Modi: Salute to Khamenei, who did not kneel before the United States and was martyred but you, spinelessly, chose to kneel.",Negative,0.9762841142663918,Negative,False,2026-03-16 05:13:40,313sweden
