original_index,clean_text,confidence,prediction,proba
1316,"You do not remember restriction on number of invitees at functions, during your favourite Congress regime, besides use of Rocket stoves & black marketing of Gas cylinder?",0.5435983103686972,Negative,"[0.0006917673017563153, 0.45570992232954655, 0.5435983103686972]"
1322,"During Congress rule, delayed salaries were routine. Employees waited, families struggled and uncertainty prevailed. And now, accountability replaced apathy; salaries arrive on time and workers' dignity is protected. From delay to delivery, that is the difference people can feel.",0.4511603403523418,Neutral,"[0.23768037940188028, 0.4511603403523418, 0.31115928024577777]"
1332,Their religion itself is 2000 years old and our Trishul is 10000 years old!! This is the depth of Sanatan Har Har Mahadev 🔱🙏🏻,0.5332588019221792,Negative,"[0.4541403279700709, 0.01260087010774996, 0.5332588019221792]"
1337,Absolutely not. The founders were against term limits the average time in Congress right now is close to the limits. They want to put on terminal limits are stupid and they’ve been proven to not work.,0.5307191586503902,Negative,"[0.004099573187637289, 0.46518126816197247, 0.5307191586503902]"
1342,I dont like congress .but south indian people and west bengal people against bjp 👌👌👌 BJP Openion polls .. ABP Matridz 🔥,0.5599926956500628,Neutral,"[0.08593323602525409, 0.5599926956500628, 0.3540740683246832]"
1348,"You can't find ten people who've heard of karpatri and one who follows his teaching at a place in a given time. No gangu v1 believes in any of that autism, eats just about anywhere with anyone and most begin their day forwarding typical bjp whatsapp posts abusing Ms lol",0.5018098709800201,Negative,"[0.0014866717489916883, 0.4967034572709883, 0.5018098709800201]"
1362,"In March 1993, on this day, our nation witnessed one of the darkest chapters in its history. A series of coordinated bomb blasts ripped through Mumbai, killing over 250 people and injuring hundreds more. Our nation was still reeling from that devastating act of terror. Tragedy struck again five days later. In Kolkata’s crowded Bowbazar area, a powerful bomb exploded shortly after midnight. Most residents were asleep when the blast brought down two apartment buildings, trapping dozens under the rubble. At least 50 innocent lives were lost in a single moment of terror. 𝐓𝐰𝐨 𝐦𝐚𝐣𝐨𝐫 𝐭𝐞𝐫𝐫𝐨𝐫 𝐚𝐭𝐭𝐚𝐜𝐤𝐬 𝐰𝐢𝐭𝐡𝐢𝐧 𝐝𝐚𝐲𝐬 𝐨𝐟 𝐞𝐚𝐜𝐡 𝐨𝐭𝐡𝐞𝐫 — 𝐚𝐧𝐨𝐭𝐡𝐞𝐫 𝐩𝐚𝐢𝐧𝐟𝐮𝐥 𝐫𝐞𝐦𝐢𝐧𝐝𝐞𝐫 𝐨𝐟 𝐚𝐧 𝐞𝐫𝐚 𝐰𝐡𝐞𝐧 𝐭𝐞𝐫𝐫𝐨𝐫 𝐧𝐞𝐭𝐰𝐨𝐫𝐤𝐬 𝐨𝐩𝐞𝐫𝐚𝐭𝐞𝐝 𝐰𝐢𝐭𝐡 𝐢𝐦𝐩𝐮𝐧𝐢𝐭𝐲 𝐚𝐧𝐝 𝐭𝐡𝐞 𝐂𝐨𝐧𝐠𝐫𝐞𝐬𝐬 𝐠𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 𝐟𝐚𝐢𝐥𝐞𝐝 𝐭𝐨 𝐩𝐫𝐨𝐭𝐞𝐜𝐭 𝐭𝐡𝐞 𝐧𝐚𝐭𝐢𝐨𝐧. Even today the Congress party continues to speak and act against our national interest.",0.5540058407423984,Neutral,"[0.050601308433232885, 0.5540058407423984, 0.39539285082436876]"
1364,Imagine a 70 yr old year elderly couple living in village...ab unko KYC karwane ke liye nearest Taluka place jaana padega in this heat where their will be huge lines. Worldover Govts try to make life of citizen easier in crisis situations but BJP increases the difficulty level.,0.5506804767857904,Negative,"[0.005823595241440577, 0.443495927972769, 0.5506804767857904]"
1365,"16.3.1987- 2 Hindus were killed by Khalistanis on this day. In Vill. Wadala (ASR.), Hindu Mahant Sh. Kirpal Dass was shot dead in his Dera. BJP Leader and member of BJP State Executive Committee Sh. Shambhu Prashad was shot dead by Babbar Khalsa terrorists at his shop in Chowk Kasera Patiala. His employee Sh. Udai Ram was seriously injured. Homage to 2 Hindu martyrs S/Sh. Mahant Kirpal Dass & Shambhu Prashad 🙏🏻🙏🏻",0.5080714019100186,Negative,"[0.050214197099850075, 0.44171440099013126, 0.5080714019100186]"
1372,"Mothala upper caste congress and DMK party members accept it. Even sekhar babu can't accept. Most of the people in DMK and congress are muthaliyar,chettiyar,nayudu and pillai..did you think all the above caste accept it",0.6021496245052137,Neutral,"[0.000592831992708853, 0.6021496245052137, 0.3972575435020773]"
1388,We would clear out Congress and start over. This would be a wonderful thing!!!,0.6101022779531166,Positive,"[0.6101022779531166, 0.3891991525716553, 0.0006985694752280314]"
1390,"🇮🇳 Indian opposition parties have sharply criticized Prime Minister Narendra Modi for remaining silent after the assassination of Iran’s Supreme Leader Ayatollah Ali Khamenei, which was carried out in a joint U.S.–Israeli strike. They argue that Modi is avoiding any stance that might upset Washington or Tel Aviv.",0.640346318668069,Positive,"[0.640346318668069, 0.25735583953465907, 0.10229784179727192]"
1391,"BJP Was in power from Last 12 Years in Central and Majority States. Still you are saying BJP is not in power and its a reason that North has Less GDP ! 😭 Brother, Don’t you have a shame to say this ? 🤔 justasking Telangana recovered in less than a Decade from worst to No.1",0.5775144553863477,Negative,"[0.3260577979463251, 0.09642774666732716, 0.5775144553863477]"
1396,Opposition so weak that BJP decided to be work as both Opposition and ruling party at once.,0.45952376693374164,Negative,"[0.16161412997286742, 0.37886210309339086, 0.45952376693374164]"
1399,"Even if Develop like this , Uncivilized people like you will throw Garbage just to Make a point to Blame Modi Government. Isn't it. I saw Congressi Voters throwing Garbage on Road to Just blame it on BJP MLA. in Mumbai.",0.44604733902328786,Negative,"[0.19785002087743211, 0.3561026400992801, 0.44604733902328786]"
1400,"SEC Chair urges Congress to pass a Bitcoin and crypto market structure law, saying it’s “been too long” and that clear rules are “what’s best for markets.” “It’s coming.”",0.6349163537900974,Positive,"[0.6349163537900974, 0.1664445024424721, 0.19863914376743044]"
1401,The technology to exploit Thorium does not exist. The performance of the Dr Kakodkar's scientests does not exactly inspire the confidence that they can develop the tech within a reasonable timeframe. MMS recognized this and signed the US nuclear deal. Modi is doing the same.,0.5031282138097567,Neutral,"[0.030728964228146412, 0.5031282138097567, 0.4661428219620969]"
1405,"The no confidence motion proves one important aspect , the allegation of bias of OM Birla is there for all to see - he just has the support of BJP & the partners ; not that of the opposition parties. Shame",0.5080793198547259,Negative,"[0.0070040054031661235, 0.48491667474210803, 0.5080793198547259]"
1408,They are boycotting the converts. These converts anyway don't support BJP.,0.6437308115554297,Neutral,"[0.007575318631561958, 0.6437308115554297, 0.3486938698130085]"
1412,Opposition so weak that BJP decided to be work as both Opposition and ruling party at once.,0.45952376693374164,Negative,"[0.16161412997286742, 0.37886210309339086, 0.45952376693374164]"
1413,He's pretty much saying that works for . No hiding it.,0.6320463102569432,Neutral,"[0.035510615041747726, 0.6320463102569432, 0.332443074701309]"
1426,"PM Modi announces an ex-gratia of Rs. 2 lakh from PMNRF for the next of kin of each deceased, and Rs. 50,000 for the injured, in the incident of fire in the Trauma Care ICU of SCB Medical College and Hospital, Cuttack.",0.6073306587141099,Positive,"[0.6073306587141099, 0.10274611634486339, 0.28992322494102685]"
1436,He played on Congress quota coz of his father. The OG of Nepo kids.,0.5758451288477461,Negative,"[0.09384539981964893, 0.330309471332605, 0.5758451288477461]"
1446,"PM Modi announces an ex-gratia of Rs. 2 lakh from PMNRF for the next of kin of each deceased, and Rs. 50,000 for the injured, in the incident of fire in the Trauma Care ICU of SCB Medical College and Hospital, Cuttack.",0.6073306587141099,Positive,"[0.6073306587141099, 0.10274611634486339, 0.28992322494102685]"
1449,"Everyone goes to a hospital for treatment, not for a picnic, If Rahul Gandhi wants others to check the doctor list for SC/ST representation, why doesn’t he apply the same standard to himself instead of using such issues for political survival?",0.6264132673231987,Neutral,"[0.00027032790879877614, 0.6264132673231987, 0.3733164047680026]"
1453,"தமிழ் நாட்டில் சாதிய கொடுமை அதிகமா மத ரீதியான கொடுமை அதிகமா? We are well educated, we will never fight between religious. is actually not a threat for us comparatively . What do you think about this ?",0.4838414742084614,Negative,"[0.295116475857432, 0.2210420499341066, 0.4838414742084614]"
1477,"Gen Rawat was spot on right. We saw during the OperationSindoor India faught Two & Half Front War: One Front Pakistan Second Front China Half Front Inside India, fought Congress & its Echo System.",0.40863600189504484,Neutral,"[0.2595515599957699, 0.40863600189504484, 0.3318124381091853]"
1478,"Actually, it is the Rahul Gandhi who saved the Iran with his diplomatic skills. Rahul Gandhi and Priyanka Gandhi are the real deal behind the negotiations. Sanghi Jaishankar and Modi can't do shit. Even Robert Vadra's contribution is way more than sanghi Modi and Jaishankar.",0.5464719758498842,Positive,"[0.5464719758498842, 0.23196747319568814, 0.22156055095442784]"
1488,M0r0n says anything and his lapdogs says wah wah....,0.5064868337947854,Positive,"[0.5064868337947854, 0.001069466162199135, 0.49244370004301535]"
1501,"It's not gonna happen! Kerala, WB and J&K... The BJP is unlikely to come to power !",0.4787139570023243,Positive,"[0.4787139570023243, 0.15222418021117828, 0.36906186278649733]"
1514,While there’s a BJP supporter next to him crazy work,0.5821445704975041,Negative,"[0.052509464039484116, 0.3653459654630118, 0.5821445704975041]"
1517,"One side people are protesting against Narendra Modi for gas cylinder shortages, while on the other side an agency guy is delivering a gas cylinder. Live propaganda exposed 😭",0.6499919610582376,Negative,"[0.34618016311794914, 0.0038278758238131654, 0.6499919610582376]"
1530,"Shorts | VIJAY FIRST , I AM NEXT - Annamalai DMK VCK Jananayagan ndaalliance TVK bjp annamalaibjp annamalaispeech annamalaivideo bjpannamalai annamalailatestspeech BJP NDAAlliance IndiaPolitics BJPNews FULL VIDEO :",0.628430902700009,Neutral,"[0.0026785285300941334, 0.628430902700009, 0.3688905687698968]"
1531,India is not Islamic country! In democracy we have free speech as same is propagated by congress day & nite against BJP!,0.636924427686731,Negative,"[0.34725039149240894, 0.015825180820860055, 0.636924427686731]"
1550,S it's normal in New India if SC verdict is against govt reverse it by or bring a bill & get it passed d same in Parliament so that SC order has no values. Modi govt doesn't have value for top judiciary also.,0.5363223307455443,Neutral,"[0.0007991027862597859, 0.5363223307455443, 0.46287856646819603]"
1552,PM Modi writes to Om Birla: Oppn can't acept rise of a new person via NaMo App,0.5399242866634602,Neutral,"[0.010813475963990994, 0.5399242866634602, 0.4492622373725488]"
1563,"Prime Minister Narendra Modi is stepping up engagement with Iran as a worsening conflict in West Asia causes severe gas shortages in India and threatens economic growth, testing New Delhi’s relations with the US. Read more⬇️",0.4778046187029592,Neutral,"[0.06733855003636059, 0.4778046187029592, 0.4548568312606802]"
1573,"my vote for bjp is far beyond the religious politics India needs capitalism if we want to compete with the west and China, something congressi chamchas never seem to acknowledge You claim credit for opening up the economy, when it was congress that kept it closed via socialism",0.562325949774007,Negative,"[0.4349416445790801, 0.0027324056469130173, 0.562325949774007]"
1576,Modi may ignore or show middle finger. There are huge gharwapsi by RSS & other affiliates which have panicked the conversion mafia in India. Trying to intimidate but it's not Rahul ruling India. For these reasons we need to bring BJP to power for ever whatever they reasons,0.5319272153570286,Negative,"[0.08011870811264087, 0.3879540765303305, 0.5319272153570286]"
1586,"Modi ji’s childhood now sounds less like a biography and more like a Marvel origin story. • Sold tea ☕ • Served soldiers in 1965 🇮🇳 • Raised a baby crocodile 🐊 • Traveled to ashrams 🧘 • RSS pracharak 📿 • Cleaned & cooked at RSS office 🍲 • Used digital camera in 1987-88 📷 • Emailed black & white photo before the internet era 💻 • Suggested clouds could hide jets ☁️✈️ • Said ancient India had genetic science 🧬 • And apparently made a robot in school 🤖 At this rate, the next update will be: NASA once consulted young Modi ji before launching rockets. 🚀😅",0.559829169640159,Negative,"[0.0017161897291874462, 0.4384546406306534, 0.559829169640159]"
1593,Back in America all these would have been in the congress or would have moved to Israel coz that’s what people do over there isn’t it ?,0.5878082644434766,Neutral,"[0.00010566085478621733, 0.5878082644434766, 0.4120860747017372]"
1621,Why does everybody seem to know this except the actual Congress people?,0.6184265923157796,Neutral,"[0.0002650363168333563, 0.6184265923157796, 0.38130837136738704]"
1624,We want Modiji to rule india for forth term as well but modi hater MF have this option !!,0.5500023581664598,Negative,"[0.4451153350908335, 0.004882306742706616, 0.5500023581664598]"
1639,"one more thing i noticed is that, many of these accounts that spew low iq hatred against gujarati's are against bjp/modiji. and hatred is coming from second order effect of their political views",0.5753556112468218,Neutral,"[0.0013139328212887378, 0.5753556112468218, 0.4233304559318895]"
1650,Yes only BJp appointed officers can ensure safety 😀😀,0.6111073509947377,Neutral,"[0.15980988984265113, 0.6111073509947377, 0.22908275916261117]"
1673,bokkem kadu bjp anti general caste .manam pichollam ai bjp ki support chestunnam anthe,0.5109433812482082,Negative,"[0.07622663289768881, 0.4128299858541031, 0.5109433812482082]"
1681,Seats easy thaan congress mdmk dmdk bjp candidate nikkura place la anna strong candidates pota seats lam convert agum Already anna ctr Aadhav Sengottaiyan arunraaj prabhu minimum guarantee Candidates,0.4911242180782957,Positive,"[0.4911242180782957, 0.4142749992374331, 0.09460078268427126]"
1686,What has changed after 12 yrs of ? Nothing. First congress use to do this now bjp is doing.,0.6287814700331956,Neutral,"[0.0001896358978287611, 0.6287814700331956, 0.3710288940689757]"
1687,PM Modi writes to Om Birla: Oppn can't acept rise of a new person via NaMo App,0.5399242866634602,Neutral,"[0.010813475963990994, 0.5399242866634602, 0.4492622373725488]"
1692,The house of cards are falling. What’s happening in Congress is just one example. The Age of Aquarius is showing how the house of cards with governments and financial systems are falling. In real time. What a time to be alive to see it in person. Have faith. Unity consciousness prevails. 💫💫💫💫💫💫💫💫💫💫♥️💫,0.49142568936834985,Positive,"[0.49142568936834985, 0.11502828839730794, 0.3935460222343421]"
1694,Looking at how happy the Israeli American Iran conflict it makes some Dems I wouldn't be surprised if they got a super-majority to enshrine him as God king. Honestly I don't think anything could impeach him at this point. Not with the current congress at least,0.5407380803459245,Negative,"[0.005567607019919213, 0.4536943126341563, 0.5407380803459245]"
1696,When I see a politician die I will not have any sympathy for them. Even Bjp or congress,0.5929219851942602,Negative,"[0.0031921261000073522, 0.4038858887057325, 0.5929219851942602]"
1697,Teleprompter of Great orator Modi ji That's why he is struggling there,0.5326417098848409,Negative,"[0.13470332983789143, 0.33265496027726765, 0.5326417098848409]"
1702,Write it down. Not even one single sponsor will back out. The rumours are spread by BJP 2 per tweet trolls for the andh bhakts.,0.5841146755319596,Negative,"[0.048821528504098745, 0.3670637959639415, 0.5841146755319596]"
1716,I don't think that hit any proper survey or anything they only published it for the TRP. In Bengal 43% vote share means many seats for BJP. Because we have you will not get any bought in Muslim constituency,0.5953087314036563,Neutral,"[0.019151348033613142, 0.5953087314036563, 0.3855399205627306]"
1718,National referendum. And we will have this. Congress does not act; we will emplace this ourselves,0.5930751823235353,Negative,"[0.0060120844810278695, 0.40091273319543685, 0.5930751823235353]"
1726,Because still our Weekest PM not a tweet on khamini death. America se permission nahi mila modi ko tweet karne k liye,0.5652290416091331,Neutral,"[0.0003296195687914622, 0.5652290416091331, 0.43444133882207536]"
1734,Why was MHA sitting on these files? Because Rahul is the best bet for BJP’s continuous success in elections 😃,0.5608231775492587,Positive,"[0.5608231775492587, 0.14120029926465857, 0.29797652318608264]"
1739,PM Modi writes to Om Birla: Oppn can't acept rise of a new person,0.532167485901872,Neutral,"[0.0008233588573762377, 0.532167485901872, 0.46700915524075176]"
1744,"Bjp needs a leader who is popular among village middle and old age . Tamil Cinema TV is the right medium to enter in their mind & soul.Bjp s reach is only some sections of city english hindi language media r not reaching them,a tamil bjp channel with lot.",0.5321424076007102,Positive,"[0.5321424076007102, 0.437690597487663, 0.030166994911626735]"
1751,Congress Shouldn’t Rub SALT In The Wound. Adding to the existing tax burden on the middle class by repealing the SALT deduction is a,0.6480399990950559,Negative,"[2.6304530208660794e-05, 0.35193369637473537, 0.6480399990950559]"
1757,Global supply issue ko Modi failure bolna sirf cheap politics hai.,0.6277630975952175,Negative,"[0.26890316948150084, 0.10333373292328152, 0.6277630975952175]"
1764,do what ever you want....congress is no more....by fluke Congress got more MP seats....now it doesn't happen....,0.5174753408731231,Negative,"[0.3482651576061734, 0.1342595015207035, 0.5174753408731231]"
1769,Let’s say one more time - Hindu Rashtra,0.5702391051335332,Neutral,"[0.004141440284777378, 0.5702391051335332, 0.4256194545816895]"
1775,Tammy Duckworth Calls On Congress To Better Protect Immigrant Veterans. Sen. Tammy Duckworth lambasted policies that allowed the U.S,0.5644748856031561,Neutral,"[0.1826153457030487, 0.5644748856031561, 0.2529097686937953]"
1786,It's not guts. He is left with no other option. He offered a share in power. But even letter pad parties didn't join. Through media earlier spread fake news of Congress alliance talks & now with NDA to show that their party also has value. But unfortunately they didn't have one.,0.58832128881946,Neutral,"[0.3871065217418372, 0.58832128881946, 0.02457218943870272]"
1790,I clearly said FM ( BJP ) will back with roll back of taxes when mkt will down 45-55% to kill investor and traders that's the real policy that why I said all media why not anyone raise question on govt in fii sell off fig. and how to stop them,0.5740454899753288,Negative,"[0.00921911651982204, 0.41673539350484917, 0.5740454899753288]"
1791,"I do believe that if sulfur was removed from fuel, many of the trails would go away - but I've hit a stone wall with my congress reps in 2 states. I can't even get any responses. Seems to be a sensitive subject Refinery specs are < 2500 ppm sulfur - which is absurd",0.5518926625740557,Neutral,"[0.017669972976695467, 0.5518926625740557, 0.43043736444924896]"
1793,I clearly said FM ( BJP ) will back with roll back of taxes when mkt will down 45-55% to kill investor and traders that's the real policy that why I said all media why not anyone raise question on govt in fii sell off fig. and how to stop them,0.5740454899753288,Negative,"[0.00921911651982204, 0.41673539350484917, 0.5740454899753288]"
1797,"Ridiculous, Mamata's michhil against BJP on increase of LPG/CNG price & scarcity of LPG and of CNG. It is due to Modi's diplomacy that India has enough supplies. Crude prices have increased world-wide, & Modi had no option except increasing prices of LPG and CNG( for autos).",0.4912247586705214,Positive,"[0.4912247586705214, 0.26502397870487965, 0.24375126262459898]"
1809,Ye baat jab cricket match khel rahe the bjp waalon ke saath toh wahi puch lete 😁🤷,0.5248156916392609,Negative,"[0.0010981981959838983, 0.47408611016475527, 0.5248156916392609]"
1814,"SHAMEonBJP jee unable to Change FM who is in Mission of Penalizing all Tax payers, further Discouraging TAXATION OR Atleast AbolishIncomeTax to get rid of these issues once for ever COST/EFFORT spent on Income Tax is much higher than actual tax collected",0.6411900418898123,Negative,"[0.0009271446753085224, 0.35788281343487904, 0.6411900418898123]"
1825,"She is not a bjp supporter, even she was with farmers against the government and never supported bjp",0.5081047034731658,Positive,"[0.5081047034731658, 0.10702506512469896, 0.38487023140213517]"
1835,BJP doesn't have the guts to do this.,0.6426530527313716,Neutral,"[0.0014236312748416547, 0.6426530527313716, 0.35592331599378674]"
1839,🟥 Modiji has 106M FOLLOWERS on Twitter 🟥 Not even one positive reply or comment on his Posts,0.5453456893430194,Neutral,"[0.41749876371800526, 0.5453456893430194, 0.03715554693897521]"
1847,Hell yes! He is the only one in congress that have conohas!,0.6141465792073939,Negative,"[0.02335560695037562, 0.3624978138422306, 0.6141465792073939]"
1851,"BJP will get 0 seats, AIADMK will get enough to be opposition again",0.6105755118658963,Neutral,"[0.35010605078170104, 0.6105755118658963, 0.039318437352402646]"
1852,"It was my privilege to address the gathering at the Pandit Deendayal Upadhyay Maha Prashikshan Abhiyan, organized by Amar Balidani Pt. Prem Nath Bhat Mandal BJP KDD. The session was a meaningful platform to discuss the vision of Antyodaya and the ideals of Pandit Deendayal Upadhyay, inspiring us to work with dedication for nation-building and social upliftment. Grateful for the opportunity to interact with committed karyakartas and share thoughts on strengthening our collective mission for a stronger Bharat.",0.6477394157587026,Positive,"[0.6477394157587026, 0.352260555195564, 2.904573349252908e-08]"
1857,"BJP is in alliance bro , BJP supporters in Andhra are helpless",0.3698390815628304,Neutral,"[0.29531370934786366, 0.3698390815628304, 0.3348472090893058]"
1858,"Poor woman, has to hype modi,for her survival,safety.",0.4831661723664641,Negative,"[0.4808336878564255, 0.03600013977711044, 0.4831661723664641]"
1869,Here is chutiya haters lined here. Hindus can't be fooled for ever. Yes Modi though better than any other leader from the opposition not equal to the task. We need Netanyahu of our own to destroy Pak and eliminate jihadi killers &jihadim instigaters we need Robinhood 🌕.,0.6352868561509831,Negative,"[0.3473049995774115, 0.017408144271605468, 0.6352868561509831]"
1880,"Resignation was useless Congress policy to run away from responsibilities during tough times, real leaders don't run away from responsibilities irrespective of the situation.",0.571758155231889,Negative,"[0.0167564231177011, 0.41148542165040985, 0.571758155231889]"
1882,"Yes, this video is edited/manipulated. It's spliced clips from Indian Parliament sessions (Sansad TV), but no credible Indian media or records show any MP saying Modi is ""worthless"" for ""kneeling to America"" while praising Khamenei. The audio/translation appears dubbed to push a narrative amid current Iran events. Real footage repurposed.",0.5046434241879602,Negative,"[0.0006541644711205112, 0.4947024113409193, 0.5046434241879602]"
1904,Am I the only one who thinks that responsible and broader well being-oriented media should have sponsored the communal rhetoric and hate speeches by leaders like and himself.,0.5429375203791155,Neutral,"[0.0011820082338444198, 0.5429375203791155, 0.4558804713870402]"
1907,This lady generally picks up a dirty comment from DMK and gives this type of dirty and arrogant replies to keep her in limelite . she tried the same trick with BJP cadres also. but she forgot one thing that BJP cadres are educated not like 200 paid ooppii.she didn't expect this to backfire. Now stop playing victim card. why should we show our face to a spineless 'anju katchi ammavasai' like you.,0.6202248001681604,Positive,"[0.6202248001681604, 0.0270088462605605, 0.35276635357127906]"
1911,If bjp can't protect them - tell me one good reason that they should win in Bengal,0.6401131898903177,Positive,"[0.6401131898903177, 0.07062732188666225, 0.28925948822302006]"
1920,"If Rahul Gandhi suggests that a hospital should have SC/ST/OBC doctors, what’s wrong with asking him to practise what he preaches? Is it okay to play with the lives of lakhs of Indians, but not okay when it concerns the lives of their loved ones?",0.550961585885745,Neutral,"[0.0036634535191057637, 0.550961585885745, 0.4453749605951493]"
1924,"🚨 Breaking: Thousands of Indians are protesting against Narendra Modi over normalization with Israel and creating tensions with Iran, burning his photos and telling him: “Make Israel give us oil.” India Israel Iran oilcrisis2026",0.5726292052916394,Positive,"[0.5726292052916394, 0.01956018375348291, 0.40781061095487775]"
1938,"No one gets paid enough to have to look at everything, including pics and vids, in those files. But it's the job of U.S. Judiciary, FBI, DOJ and Congress to do so - they have to step up.",0.5074468184061156,Negative,"[1.4356388333524049e-05, 0.49253882520555087, 0.5074468184061156]"
1945,"(8/18) The government shutdown just hit American airports in the most visible way possible. · TSA workers are working without pay during the government shutdown. CEOs of ten major US airlines sent a letter to Congress demanding they end the funding standoff immediately claiming 93% of Americans support paying aviation workers during shutdowns. Data Studios · Travelers are waiting 2, 3 and even 4 hours in TSA security lines at major airports. America is running a war in the Middle East costing $891 million per day. And its airport security workers are unpaid.",0.5728905421031757,Negative,"[0.03280606852502231, 0.3943033893718019, 0.5728905421031757]"
